original,clean_legal_name,search_core_name,predecessor,status,successor,fdic_query_main,fdic_query_pred
SouthState Bank NA,SouthState Bank N.A.,SouthState Bank,,Active,,NAME:*SOUTHSTATE\ BANK*,
SouthTrust Bank,SouthTrust Bank,SouthTrust Bank,,Acquired,,NAME:*SOUTHTRUST\ BANK*,
Southeast Bank,Southeast Bank,Southeast Bank,,Failed,,NAME:*SOUTHEAST\ BANK*,
Southern Bancorp Bank,Southern Bancorp Bank,Southern Bancorp Bank,,Active,,NAME:*SOUTHERN\ BANCORP\ BANK*,
Southern Bank,Southern Bank,Southern Bank,,Active,,NAME:*SOUTHERN\ BANK*,
Southern Commercial Bank,Southern Commercial Bank,Southern Commercial Bank,,Failed,,NAME:*SOUTHERN\ COMMERCIAL\ BANK*,
Southern Heritage Bank,Southern Heritage Bank,Southern Heritage Bank,,Active,,NAME:*SOUTHERN\ HERITAGE\ BANK*,
Southern Michigan Bank and Trust,Southern Michigan Bank and Trust,Southern Michigan Bank and Trust,,Active,,NAME:*SOUTHERN\ MICHIGAN\ BANK\ AND\ TRUST*,
Bank of North Dakota,Bank of North Dakota,Bank of North Dakota,,Active,,NAME:*BANK\ OF\ NORTH\ DAKOTA*,
Bank of Oklahoma,Bank of Oklahoma,Bank of Oklahoma,,Active,,NAME:*BANK\ OF\ OKLAHOMA*,
Bank of Oklahoma NA,"Bank of Oklahoma, N.A.",Bank of Oklahoma,,Active,,NAME:*BANK\ OF\ OKLAHOMA*,
Bank of Pennsylvania,Bank of Pennsylvania,Bank of Pennsylvania,,Active,,NAME:*BANK\ OF\ PENNSYLVANIA*,
Bank of Pontiac,Bank of Pontiac,Bank of Pontiac,,Active,,NAME:*BANK\ OF\ PONTIAC*,
Bank of Prairie du Sac,Bank of Prairie du Sac,Bank of Prairie du Sac,,Active,,NAME:*BANK\ OF\ PRAIRIE\ DU\ SAC*,
Bank of Princeton,Bank of Princeton,Bank of Princeton,,Active,,NAME:*BANK\ OF\ PRINCETON*,
Bank of Rhode Island,Bank of Rhode Island,Bank of Rhode Island,,Active,,NAME:*BANK\ OF\ RHODE\ ISLAND*,
Bank of San Francisco,Bank of San Francisco,Bank of San Francisco,,Active,,NAME:*BANK\ OF\ SAN\ FRANCISCO*,
Bank of Springfield,Bank of Springfield,Bank of Springfield,,Active,,NAME:*BANK\ OF\ SPRINGFIELD*,
Bank of Sun Prairie,Bank of Sun Prairie,Bank of Sun Prairie,,Active,,NAME:*BANK\ OF\ SUN\ PRAIRIE*,
Banner Bank,Banner Bank,Banner Bank,,Active,,NAME:*BANNER\ BANK*,
Bar Harbor Bank & Trust,Bar Harbor Bank & Trust,Bar Harbor Bank & Trust,,Active,,NAME:*BAR\ HARBOR\ BANK\ TRUST*,
Barclays,Barclays PLC,Barclays,,Active,,NAME:*BARCLAYS*,
Barclays Africa Group Ltd,Barclays Africa Group Ltd,Barclays Africa Group,,Acquired,,NAME:*BARCLAYS\ AFRICA\ GROUP*,
Barclays Bank Plc,Barclays Bank Plc,Barclays Bank,,Active,,NAME:*BARCLAYS\ BANK*,
Boston Private Bank & Trust,Boston Private Bank & Trust,Boston Private Bank & Trust,,Acquired,,NAME:*BOSTON\ PRIVATE\ BANK\ TRUST*,
Boston Private Financial Holdings Inc,Boston Private Financial Holdings Inc,Boston Private Financial Holdings,,Acquired,,NAME:*BOSTON\ PRIVATE\ FINANCIAL\ HOLDINGS*,
Branch Banking & Trust Co,Branch Banking and Trust Company,Branch Banking and Trust,,Acquired,,NAME:*BRANCH\ BANKING\ AND\ TRUST*,
Branch Banking & Trust Co of South Carolina,Branch Banking and Trust Company of South Carolina,Branch Banking and Trust of South Carolina,,Acquired,,NAME:*BRANCH\ BANKING\ AND\ TRUST\ OF\ SOUTH\ CAROLINA*,
Bremer Bank NA,"Bremer Bank, N.A.",Bremer Bank,,Active,,NAME:*BREMER\ BANK*,
Bridge Bank NA,"Bridge Bank, N.A.",Bridge Bank,,Active,,NAME:*BRIDGE\ BANK*,
Bridgeview Bank,Bridgeview Bank,Bridgeview Bank,,Active,,NAME:*BRIDGEVIEW\ BANK*,
Bridgewater Bank,Bridgewater Bank,Bridgewater Bank,,Active,,NAME:*BRIDGEWATER\ BANK*,
Broadway Bank,Broadway Bank,Broadway Bank,,Active,,NAME:*BROADWAY\ BANK*,
Broadway National BankCorp,Broadway National BankCorp,Broadway National Bank,,Active,,NAME:*BROADWAY\ NATIONAL\ BANK*,
Brookline Bank,Brookline Bank,Brookline Bank,,Active,,NAME:*BROOKLINE\ BANK*,
Brown Brothers Harriman & Co,Brown Brothers Harriman & Co,Brown Brothers Harriman & Co,,Active,,NAME:*BROWN\ BROTHERS\ HARRIMAN\ CO*,
Bryant Bank,Bryant Bank,Bryant Bank,,Active,,NAME:*BRYANT\ BANK*,
Bryn Mawr Trust,Bryn Mawr Trust,Bryn Mawr Trust,,Active,,NAME:*BRYN\ MAWR\ TRUST*,
Union Bank of Florida,Union Bank of Florida,Union Bank of Florida,,Active,,NAME:*UNION\ BANK\ OF\ FLORIDA*,
Union Center National Bank,Union Center National Bank,Union Center National Bank,,Active,,NAME:*UNION\ CENTER\ NATIONAL\ BANK*,
Union Federal Bank,Union Federal Bank,Union Federal Bank,,Active,,NAME:*UNION\ FEDERAL\ BANK*,
Union National Bank [Albany],Union National Bank,Union National Bank,,Active,,NAME:*UNION\ NATIONAL\ BANK*,
Union National Bank [US],Union National Bank,Union National Bank,,Active,,NAME:*UNION\ NATIONAL\ BANK*,
Union Planters Bank,Union Planters Bank,Union Planters Bank,,Acquired,,NAME:*UNION\ PLANTERS\ BANK*,
Union Planters Bank NA,Union Planters Bank,Union Planters Bank,,Acquired,,NAME:*UNION\ PLANTERS\ BANK*,
United Bank & Trust,United Bank & Trust,United Bank Trust,,Active,,NAME:*UNITED\ BANK\ TRUST*,
United Bank of Carolina,United Bank of Carolina,United Bank of Carolina,,Active,,NAME:*UNITED\ BANK\ OF\ CAROLINA*,
United Bank of Iowa,United Bank of Iowa,United Bank of Iowa,,Active,,NAME:*UNITED\ BANK\ OF\ IOWA*,
United Bank of Missouri,United Bank of Missouri,United Bank of Missouri,,Active,,NAME:*UNITED\ BANK\ OF\ MISSOURI*,
United Bank of Philadelphia,United Bank of Philadelphia,United Bank of Philadelphia,,Active,,NAME:*UNITED\ BANK\ OF\ PHILADELPHIA*,
United Bank of West Virginia,United Bank of West Virginia,United Bank of West Virginia,,Active,,NAME:*UNITED\ BANK\ OF\ WEST\ VIRGINIA*,
United Commercial Bank,United Commercial Bank,United Commercial Bank,,Active,,NAME:*UNITED\ COMMERCIAL\ BANK*,
United Community Bancshares Inc,United Community Bancshares,United Community Bancshares,,Active,,NAME:*UNITED\ COMMUNITY\ BANCSHARES*,
United Community Bank,United Community Bank,United Community Bank,,Active,,NAME:*UNITED\ COMMUNITY\ BANK*,
United Community Financial Corp,United Community Financial,United Community Financial,,Active,,NAME:*UNITED\ COMMUNITY\ FINANCIAL*,
United Missouri Bank of Kansas,United Missouri Bank of Kansas,United Missouri Bank of Kansas,,Active,,NAME:*UNITED\ MISSOURI\ BANK\ OF\ KANSAS*,
United Missouri Bank of Kansas City,United Missouri Bank,United Missouri Bank,,Active,,NAME:*UNITED\ MISSOURI\ BANK*,
United National Bank,United National Bank,United National Bank,,Active,,NAME:*UNITED\ NATIONAL\ BANK*,
Yadkin Bank,Yadkin Bank,Yadkin Bank,,Acquired,,NAME:*YADKIN\ BANK*,
Yankee Farm Credit,Yankee Farm Credit,Yankee Farm Credit,,Active,,NAME:*YANKEE\ FARM\ CREDIT*,
Yosemite Farm Credit ACA,Yosemite Farm Credit ACA,Yosemite Farm Credit ACA,,Active,,NAME:*YOSEMITE\ FARM\ CREDIT\ ACA*,
Zions Bancorporation,Zions Bancorporation,Zions Bancorporation,,Active,,NAME:*ZIONS\ BANCORPORATION*,
Zions Bank,Zions Bank,Zions Bank,,Active,,NAME:*ZIONS\ BANK*,
Zions First National Bank,Zions First National Bank,Zions First National Bank,,Active,,NAME:*ZIONS\ FIRST\ NATIONAL\ BANK*,
village bank,Village Bank,Village Bank,,Active,,NAME:*VILLAGE\ BANK*,
Wayne Bank,Wayne Bank,Wayne Bank,,Active,,NAME:*WAYNE\ BANK*,
WebBank,WebBank,WebBank,,Active,,NAME:*WEBBANK*,
Webster Bank NA,Webster Bank,Webster Bank,,Active,,NAME:*WEBSTER\ BANK*,
Webster Five Bank,Webster Five Bank,Webster Five Bank,,Active,,NAME:*WEBSTER\ FIVE\ BANK*,
Wells Fargo & Co,Wells Fargo & Company,Wells Fargo,,Active,,NAME:*WELLS\ FARGO*,
Wells Fargo Bank,Wells Fargo Bank,Wells Fargo Bank,,Active,,NAME:*WELLS\ FARGO\ BANK*,
Wells Fargo Bank International (WFBI),Wells Fargo Bank International,Wells Fargo Bank International,,Active,,NAME:*WELLS\ FARGO\ BANK\ INTERNATIONAL*,
Wells Fargo Bank London NA,Wells Fargo Bank NA,Wells Fargo Bank,,Active,,NAME:*WELLS\ FARGO\ BANK*,
Wells Fargo Bank Montana NA,Wells Fargo Bank NA,Wells Fargo Bank,,Active,,NAME:*WELLS\ FARGO\ BANK*,
Wells Fargo Bank NA,Wells Fargo Bank NA,Wells Fargo Bank,,Active,,NAME:*WELLS\ FARGO\ BANK*,
Wells Fargo Bank New Mexico NA,Wells Fargo Bank NA,Wells Fargo Bank,,Active,,NAME:*WELLS\ FARGO\ BANK*,
Wells Fargo Bank of Arizona NA,Wells Fargo Bank NA,Wells Fargo Bank,,Active,,NAME:*WELLS\ FARGO\ BANK*,
WesBanco Inc,WesBanco Inc,WesBanco,,Active,,NAME:*WESBANCO*,
Wesbanco Bank Inc,Wesbanco Bank Inc,Wesbanco Bank,,Active,,NAME:*WESBANCO\ BANK*,
West Alabama Bank & Trust,West Alabama Bank & Trust,West Alabama Bank & Trust,,Active,,NAME:*WEST\ ALABAMA\ BANK\ TRUST*,
West Bank,West Bank,West Bank,,Active,,NAME:*WEST\ BANK*,
West Coast Bank,West Coast Bank,West Coast Bank,,Active,,NAME:*WEST\ COAST\ BANK*,
West LB AG New York Branch,West LB AG,West LB,,Failed,,NAME:*WEST\ LB*,
West Suburban Bank,West Suburban Bank,West Suburban Bank,,Active,,NAME:*WEST\ SUBURBAN\ BANK*,
West Texas National Bank,West Texas National Bank,West Texas National Bank,,Active,,NAME:*WEST\ TEXAS\ NATIONAL\ BANK*,
WestStar Bank,WestStar Bank,WestStar Bank,,Active,,NAME:*WESTSTAR\ BANK*,
Westchester Bank,Westchester Bank,Westchester Bank,,Active,,NAME:*WESTCHESTER\ BANK*,
Western Alliance Bancorp,Western Alliance Bancorporation,Western Alliance Bancorp,,Active,,NAME:*WESTERN\ ALLIANCE\ BANCORP*,
Western Bank,Western Bank,Western Bank,,Active,,NAME:*WESTERN\ BANK*,
Western Commerce Bank,Western Commerce Bank,Western Commerce Bank,,Active,,NAME:*WESTERN\ COMMERCE\ BANK*,
Western National Bank,Western National Bank,Western National Bank,,Active,,NAME:*WESTERN\ NATIONAL\ BANK*,
Western National Bank of Tulsa,Western National Bank,Western National Bank,,Active,,NAME:*WESTERN\ NATIONAL\ BANK*,
Westernbank Puerto Rico,Westernbank,Westernbank,,Active,,NAME:*WESTERNBANK*,
Westfield Bank,Westfield Bank,Westfield Bank,,Active,,NAME:*WESTFIELD\ BANK*,
Westpac Banking Corp New York Branch,Westpac Banking Corp,Westpac Banking,,Active,,NAME:*WESTPAC\ BANKING*,
VNB New York,VNB,VNB,,Active,,NAME:*VNB*,
Valley Bank & Trust,Valley Bank & Trust,Valley Bank & Trust,,Active,,NAME:*VALLEY\ BANK\ TRUST*,
Valley National Bank,Valley National Bank,Valley National Bank,,Active,,NAME:*VALLEY\ NATIONAL\ BANK*,
Valley National Bank (New Jersey),Valley National Bank,Valley National Bank,,Active,,NAME:*VALLEY\ NATIONAL\ BANK*,
Valley National Corp,Valley National Corp,Valley National,,Active,,NAME:*VALLEY\ NATIONAL*,
Valley Republic Bank,Valley Republic Bank,Valley Republic Bank,,Active,,NAME:*VALLEY\ REPUBLIC\ BANK*,
Vantage Bank,Vantage Bank,Vantage Bank,,Active,,NAME:*VANTAGE\ BANK*,
VantageSouth Bank,VantageSouth Bank,VantageSouth Bank,,Active,,NAME:*VANTAGESOUTH\ BANK*,
Vast Bank,Vast Bank,Vast Bank,,Active,,NAME:*VAST\ BANK*,
Vectra Bank of Colorado NA,Vectra Bank NA,Vectra Bank,,Active,,NAME:*VECTRA\ BANK*,
Vectra Banking Corp,Vectra Banking Corp,Vectra Banking,,Active,,NAME:*VECTRA\ BANKING*,
Two Rivers Bank & Trust,Two Rivers Bank & Trust,Two Rivers Bank & Trust,,Active,,NAME:*TWO\ RIVERS\ BANK\ TRUST*,
UBS AG,UBS AG,UBS,,Active,,NAME:*UBS*,
UBS Americas Inc,UBS Americas Inc,UBS Americas,,Active,,NAME:*UBS\ AMERICAS*,
UMB Bank,UMB Bank,UMB Bank,,Active,,NAME:*UMB\ BANK*,
UMB Bank Arizona NA,UMB Bank NA,UMB Bank,,Active,,NAME:*UMB\ BANK*,
UMB Bank Colorado,UMB Bank,UMB Bank,,Active,,NAME:*UMB\ BANK*,
UMB Bank NA,UMB Bank NA,UMB Bank,,Active,,NAME:*UMB\ BANK*,
UMB Oklahoma Bank,UMB Bank,UMB Bank,,Active,,NAME:*UMB\ BANK*,
US AgBank,US AgBank,US AgBank,,Active,,NAME:*US\ AGBANK*,
US Bancorp,US Bancorp,US Bancorp,,Active,,NAME:*US\ BANCORP*,
US Bank NA,US Bank NA,US Bank,,Active,,NAME:*US\ BANK*,
US Bank National Association,US Bank National Association,US Bank,,Active,,NAME:*US\ BANK*,
US Bank Trust National Association,US Bank Trust National Association,US Bank Trust,,Active,,NAME:*US\ BANK\ TRUST*,
US Century Bank,US Century Bank,US Century Bank,,Active,,NAME:*US\ CENTURY\ BANK*,
US National Bank of Nevada,US National Bank,US National Bank,,Active,,NAME:*US\ NATIONAL\ BANK*,
USAmeriBank,USAmeriBank,USAmeriBank,,Active,,NAME:*USAMERIBANK*,
Umpqua Bank,Umpqua Bank,Umpqua Bank,,Active,,NAME:*UMPQUA\ BANK*,
Tompkins Community Bank,Tompkins Community Bank,Tompkins Community Bank,,Active,,NAME:*TOMPKINS\ COMMUNITY\ BANK*,
Tompkins Trust Company,Tompkins Trust Company,Tompkins Trust Company,,Active,,NAME:*TOMPKINS\ TRUST\ COMPANY*,
Toronto Dominion Bank [Texas],Toronto Dominion Bank,Toronto Dominion Bank,,Active,,NAME:*TORONTO\ DOMINION\ BANK*,
Toronto Dominion New York,Toronto Dominion Bank,Toronto Dominion Bank,,Active,,NAME:*TORONTO\ DOMINION\ BANK*,
Total Bank,Total Bank,Total Bank,,Active,,NAME:*TOTAL\ BANK*,
Tower Bank,Tower Bank,Tower Bank,,Active,,NAME:*TOWER\ BANK*,
Town & Country Bank,Town & Country Bank,Town Country Bank,,Active,,NAME:*TOWN\ COUNTRY\ BANK*,
Town Bank NA,Town Bank N.A.,Town Bank,,Active,,NAME:*TOWN\ BANK*,
Town Square Bank,Town Square Bank,Town Square Bank,,Active,,NAME:*TOWN\ SQUARE\ BANK*,
Town and Country Bank,Town and Country Bank,Town and Country Bank,,Active,,NAME:*TOWN\ AND\ COUNTRY\ BANK*,
Towne Bank,Towne Bank,Towne Bank,,Active,,NAME:*TOWNE\ BANK*,
Tradition Capital Bank,Tradition Capital Bank,Tradition Capital Bank,,Active,,NAME:*TRADITION\ CAPITAL\ BANK*,
Transportation Alliance Bank,Transportation Alliance Bank,Transportation Alliance Bank,,Active,,NAME:*TRANSPORTATION\ ALLIANCE\ BANK*,
Tri Counties Bank,Tri Counties Bank,Tri Counties Bank,,Active,,NAME:*TRI\ COUNTIES\ BANK*,
Tri-State Capital Bank,Tri-State Capital Bank,Tri State Capital Bank,,Active,,NAME:*TRI\ STATE\ CAPITAL\ BANK*,
Triad Bank,Triad Bank,Triad Bank,,Active,,NAME:*TRIAD\ BANK*,
Tristate Capital Bank,Tristate Capital Bank,Tristate Capital Bank,,Active,,NAME:*TRISTATE\ CAPITAL\ BANK*,
Triumph Bank,Triumph Bank,Triumph Bank,,Active,,NAME:*TRIUMPH\ BANK*,
Triumph Savings Bank,Triumph Savings Bank,Triumph Savings Bank,,Active,,NAME:*TRIUMPH\ SAVINGS\ BANK*,
Truist Bank,Truist Bank,Truist Bank,,Active,,NAME:*TRUIST\ BANK*,
Truist Financial,Truist Financial Corporation,Truist Financial,,Active,,NAME:*TRUIST\ FINANCIAL*,
Trust Bank Ltd,Trust Bank Limited,Trust Bank,,Active,,NAME:*TRUST\ BANK*,
Trust Co Bank,Trust Company Bank,Trust Company Bank,,Active,,NAME:*TRUST\ COMPANY\ BANK*,
Trustmark Bank,Trustmark Bank,Trustmark Bank,,Active,,NAME:*TRUSTMARK\ BANK*,
Trustmark National Bank,Trustmark National Bank,Trustmark National Bank,,Active,,NAME:*TRUSTMARK\ NATIONAL\ BANK*,
UniCredit Group (HVB),UniCredit Group,UniCredit Group,,Active,,NAME:*UNICREDIT\ GROUP*,
Unicredit Group[HVB],UniCredit Group,UniCredit Group,,Active,,NAME:*UNICREDIT\ GROUP*,
Union Bank & Trust Co,Union Bank & Trust Company,Union Bank Trust Company,,Active,,NAME:*UNION\ BANK\ TRUST\ COMPANY*,
Union Bank Co,Union Bank Company,Union Bank Company,,Active,,NAME:*UNION\ BANK\ COMPANY*,
Union Bank NA,Union Bank N.A.,Union Bank,,Active,,NAME:*UNION\ BANK*,
Union Bank of California,Union Bank of California,Union Bank of California,,Acquired,,NAME:*UNION\ BANK\ OF\ CALIFORNIA*,
Union Bank of California NA,Union Bank of California N.A.,Union Bank of California,,Acquired,,NAME:*UNION\ BANK\ OF\ CALIFORNIA*,
